ImagePath,TrueScore,PredictedScore,trait
f171.jpg,3.0,3.062683343887329,attractiveness
f199.jpg,3.0,2.7415401935577397,attractiveness
f222.jpg,3.0,3.502547025680542,attractiveness
f33.jpg,3.0,3.685948133468628,attractiveness
f4958.jpg,3.0,2.980393648147583,attractiveness
f4995.jpg,3.0,2.7539267539978027,attractiveness
f4997.jpg,3.0,2.7959725856781006,attractiveness
f4998.jpg,3.0,2.75251579284668,attractiveness
f81.jpg,3.0,2.2696332931518555,attractiveness
426.jpg,3.004901885986328,2.641420841217041,attractiveness
4607.jpg,3.0287082195281982,2.705080270767212,attractiveness
1836.jpg,3.0625,3.0652616024017334,attractiveness
3336.jpg,3.066666603088379,2.881209135055542,attractiveness
4345.jpg,3.0714285373687744,2.896955728530884,attractiveness
1629.jpg,3.076923131942749,2.2199413776397705,attractiveness
1743.jpg,3.076923131942749,2.677314281463623,attractiveness
1957.jpg,3.076923131942749,3.2039778232574463,attractiveness
2228.jpg,3.076923131942749,3.0821049213409424,attractiveness
1073.jpg,3.0833332538604736,3.090959072113037,attractiveness
1696.jpg,3.0833332538604736,2.439918279647827,attractiveness
216.jpg,3.0833332538604736,2.761909246444702,attractiveness
3595.jpg,3.0833332538604736,3.244758367538452,attractiveness
4217.jpg,3.0833332538604736,2.9433465003967285,attractiveness
4624.jpg,3.0833332538604736,3.160228967666626,attractiveness
f108.jpg,3.0833332538604736,3.077928304672241,attractiveness
f4927.jpg,3.0833332538604736,3.1411380767822266,attractiveness
1157.jpg,3.090909004211426,3.361001253128052,attractiveness
1422.jpg,3.090909004211426,2.951581716537476,attractiveness
2107.jpg,3.090909004211426,3.226102828979492,attractiveness
2245.jpg,3.090909004211426,3.24442458152771,attractiveness
385.jpg,3.090909004211426,3.355281114578247,attractiveness
3910.jpg,3.090909004211426,3.363922357559204,attractiveness
73.jpg,3.090909004211426,2.981126308441162,attractiveness
18.jpg,3.0999999046325684,2.665072202682495,attractiveness
2768.jpg,3.0999999046325684,2.951552152633667,attractiveness
3109.jpg,3.0999999046325684,3.541156530380249,attractiveness
3436.jpg,3.0999999046325684,2.7843263149261475,attractiveness
3715.jpg,3.0999999046325684,3.252105474472046,attractiveness
3780.jpg,3.0999999046325684,3.6595475673675537,attractiveness
4149.jpg,3.0999999046325684,3.2148454189300537,attractiveness
4306.jpg,3.0999999046325684,2.6438801288604736,attractiveness
4549.jpg,3.0999999046325684,2.6518101692199707,attractiveness
4691.jpg,3.0999999046325684,2.834314107894897,attractiveness
517.jpg,3.0999999046325684,2.773324966430664,attractiveness
5176.jpg,3.0999999046325684,3.072095394134521,attractiveness
632.jpg,3.0999999046325684,3.1799564361572266,attractiveness
1214.jpg,3.1111111640930176,3.2357394695281982,attractiveness
1223.jpg,3.1111111640930176,2.6011722087860107,attractiveness
1260.jpg,3.1111111640930176,2.8341314792633057,attractiveness
1333.jpg,3.1111111640930176,3.055415391921997,attractiveness
1481.jpg,3.1111111640930176,2.7148308753967285,attractiveness
1494.jpg,3.1111111640930176,2.846199512481689,attractiveness
1546.jpg,3.1111111640930176,3.3204264640808105,attractiveness
1802.jpg,3.1111111640930176,3.320231676101685,attractiveness
1938.jpg,3.1111111640930176,3.133450508117676,attractiveness
1959.jpg,3.1111111640930176,3.0274112224578857,attractiveness
2655.jpg,3.1111111640930176,3.400916337966919,attractiveness
2679.jpg,3.1111111640930176,2.704907894134521,attractiveness
3248.jpg,3.1111111640930176,3.375253200531006,attractiveness
3596.jpg,3.1111111640930176,2.282305955886841,attractiveness
3744.jpg,3.1111111640930176,3.087074041366577,attractiveness
4198.jpg,3.1111111640930176,2.247421741485596,attractiveness
4218.jpg,3.1111111640930176,2.7699129581451416,attractiveness
4355.jpg,3.1111111640930176,2.4656455516815186,attractiveness
5030.jpg,3.1111111640930176,3.171995162963867,attractiveness
5165.jpg,3.1111111640930176,2.041268825531006,attractiveness
615.jpg,3.1111111640930176,2.658419370651245,attractiveness
691.jpg,3.1111111640930176,2.683543920516968,attractiveness
947.jpg,3.1111111640930176,3.193119525909424,attractiveness
f4937.jpg,3.1111111640930176,2.6949188709259038,attractiveness
4311.jpg,3.117647171020508,3.6413228511810303,attractiveness
1035.jpg,3.125,3.267276763916016,attractiveness
1548.jpg,3.125,2.7256968021392822,attractiveness
1582.jpg,3.125,3.2114932537078857,attractiveness
1753.jpg,3.125,2.364492177963257,attractiveness
212.jpg,3.125,2.600569248199463,attractiveness
2130.jpg,3.125,3.328972578048706,attractiveness
2131.jpg,3.125,2.4414961338043213,attractiveness
22.jpg,3.125,2.6298763751983643,attractiveness
2437.jpg,3.125,2.520369052886963,attractiveness
2952.jpg,3.125,3.2646985054016118,attractiveness
3176.jpg,3.125,3.5252859592437744,attractiveness
3542.jpg,3.125,2.4774200916290283,attractiveness
3572.jpg,3.125,2.1934728622436523,attractiveness
3818.jpg,3.125,3.0329458713531494,attractiveness
384.jpg,3.125,3.4596972465515137,attractiveness
403.jpg,3.125,2.99924373626709,attractiveness
460.jpg,3.125,3.1128416061401367,attractiveness
4657.jpg,3.125,3.146730661392212,attractiveness
4665.jpg,3.125,3.074277639389038,attractiveness
5207.jpg,3.125,2.506383180618286,attractiveness
584.jpg,3.125,2.968512296676636,attractiveness
844.jpg,3.125,3.5289459228515625,attractiveness
962.jpg,3.125,2.961198568344116,attractiveness
f140.jpg,3.125,3.1192402839660645,attractiveness
f4921.jpg,3.125,3.268430709838867,attractiveness
f4928.jpg,3.125,2.995635747909546,attractiveness
2735.jpg,3.129807710647583,3.085368633270264,attractiveness
1066.jpg,3.142857074737549,3.427084684371948,attractiveness
1084.jpg,3.142857074737549,3.4111857414245605,attractiveness
1141.jpg,3.142857074737549,2.846670389175415,attractiveness
1279.jpg,3.142857074737549,2.7746787071228027,attractiveness
1605.jpg,3.142857074737549,2.8453261852264404,attractiveness
163.jpg,3.142857074737549,2.8631980419158936,attractiveness
1737.jpg,3.142857074737549,2.886695146560669,attractiveness
20.jpg,3.142857074737549,3.608448266983032,attractiveness
2064.jpg,3.142857074737549,3.228332757949829,attractiveness
2368.jpg,3.142857074737549,2.8965654373168945,attractiveness
2388.jpg,3.142857074737549,2.6804287433624268,attractiveness
2391.jpg,3.142857074737549,3.079683303833008,attractiveness
2414.jpg,3.142857074737549,2.826898097991944,attractiveness
2765.jpg,3.142857074737549,2.531809091567993,attractiveness
3025.jpg,3.142857074737549,3.094578504562378,attractiveness
3276.jpg,3.142857074737549,2.998309373855591,attractiveness
383.jpg,3.142857074737549,2.4187936782836914,attractiveness
3906.jpg,3.142857074737549,2.643610954284668,attractiveness
4086.jpg,3.142857074737549,3.0576131343841557,attractiveness
4714.jpg,3.142857074737549,3.1824288368225098,attractiveness
4715.jpg,3.142857074737549,3.258277177810669,attractiveness
5267.jpg,3.142857074737549,2.9228286743164062,attractiveness
551.jpg,3.142857074737549,2.9279496669769287,attractiveness
626.jpg,3.142857074737549,2.362579345703125,attractiveness
755.jpg,3.142857074737549,3.1099860668182373,attractiveness
858.jpg,3.142857074737549,2.915688753128052,attractiveness
f4909.jpg,3.142857074737549,3.1367695331573486,attractiveness
1107.jpg,3.1469194889068604,2.7917909622192383,attractiveness
3504.jpg,3.153846263885498,3.0081591606140137,attractiveness
4130.jpg,3.153846263885498,2.796830654144287,attractiveness
f137.jpg,3.153846263885498,3.7682950496673584,attractiveness
1251.jpg,3.1666667461395264,3.197850465774536,attractiveness
1278.jpg,3.1666667461395264,2.5894434452056885,attractiveness
1280.jpg,3.1666667461395264,2.667881965637207,attractiveness
17.jpg,3.1666667461395264,3.090066909790039,attractiveness
1790.jpg,3.1666667461395264,2.896795749664306,attractiveness
1897.jpg,3.1666667461395264,3.384046792984009,attractiveness
1911.jpg,3.1666667461395264,3.2284128665924072,attractiveness
2186.jpg,2.5999999046325684,2.875309944152832,attractiveness
2354.jpg,2.5999999046325684,2.3367576599121094,attractiveness
2373.jpg,2.5999999046325684,2.7116575241088867,attractiveness
242.jpg,2.5999999046325684,2.49427342414856,attractiveness
2543.jpg,2.5999999046325684,2.800603151321411,attractiveness
2573.jpg,2.5999999046325684,2.63973331451416,attractiveness
277.jpg,2.5999999046325684,2.1467974185943604,attractiveness
2811.jpg,2.5999999046325684,2.65293288230896,attractiveness
2892.jpg,2.5999999046325684,2.696204423904419,attractiveness
292.jpg,2.5999999046325684,2.4056687355041504,attractiveness
3077.jpg,2.5999999046325684,2.8961827754974365,attractiveness
3142.jpg,2.5999999046325684,2.911942481994629,attractiveness
3149.jpg,2.5999999046325684,1.9729214906692505,attractiveness
3158.jpg,2.5999999046325684,2.6980462074279785,attractiveness
3174.jpg,2.5999999046325684,2.7192189693450928,attractiveness
3246.jpg,2.5999999046325684,2.805237293243408,attractiveness
3351.jpg,2.5999999046325684,2.9201643466949463,attractiveness
3393.jpg,2.5999999046325684,2.812687397003174,attractiveness
3510.jpg,2.5999999046325684,2.192927360534668,attractiveness
3586.jpg,2.5999999046325684,2.6854381561279297,attractiveness
3587.jpg,2.5999999046325684,1.904499888420105,attractiveness
363.jpg,2.5999999046325684,2.0460362434387207,attractiveness
3890.jpg,2.5999999046325684,2.645944356918335,attractiveness
3914.jpg,2.5999999046325684,2.1650614738464355,attractiveness
3916.jpg,2.5999999046325684,2.4893229007720947,attractiveness
4154.jpg,2.5999999046325684,1.85684335231781,attractiveness
4166.jpg,2.5999999046325684,2.82934308052063,attractiveness
4261.jpg,2.5999999046325684,2.1167001724243164,attractiveness
4265.jpg,2.5999999046325684,2.948822498321533,attractiveness
4269.jpg,2.5999999046325684,2.8783068656921387,attractiveness
4454.jpg,2.5999999046325684,2.545483112335205,attractiveness
4485.jpg,2.5999999046325684,2.466269969940185,attractiveness
4542.jpg,2.5999999046325684,2.813119649887085,attractiveness
4569.jpg,2.5999999046325684,2.2426581382751465,attractiveness
4659.jpg,2.5999999046325684,2.6196508407592773,attractiveness
5018.jpg,2.5999999046325684,2.60672926902771,attractiveness
5032.jpg,2.5999999046325684,2.087378025054932,attractiveness
5060.jpg,2.5999999046325684,2.54776930809021,attractiveness
5103.jpg,2.5999999046325684,2.2062525749206543,attractiveness
5110.jpg,2.5999999046325684,2.567348003387451,attractiveness
5132.jpg,2.5999999046325684,2.378244400024414,attractiveness
5135.jpg,2.5999999046325684,2.6514523029327397,attractiveness
556.jpg,2.5999999046325684,2.9479565620422363,attractiveness
571.jpg,2.5999999046325684,2.495673179626465,attractiveness
611.jpg,2.5999999046325684,2.6566524505615234,attractiveness
779.jpg,2.5999999046325684,3.0084896087646484,attractiveness
807.jpg,2.5999999046325684,2.3899407386779785,attractiveness
881.jpg,2.5999999046325684,2.755983829498291,attractiveness
891.jpg,2.5999999046325684,3.156219720840454,attractiveness
963.jpg,2.5999999046325684,2.403273582458496,attractiveness
990.jpg,2.5999999046325684,2.7207367420196533,attractiveness
f153.jpg,2.5999999046325684,2.7207071781158447,attractiveness
2797.jpg,2.615384578704834,2.4058103561401367,attractiveness
331.jpg,2.615384578704834,2.2520968914031982,attractiveness
1184.jpg,2.625,2.928048610687256,attractiveness
1382.jpg,2.625,2.6734907627105717,attractiveness
1425.jpg,2.625,3.2836639881134038,attractiveness
1500.jpg,2.625,2.776161432266236,attractiveness
1544.jpg,2.625,2.2018487453460693,attractiveness
170.jpg,2.625,2.895038604736328,attractiveness
1843.jpg,2.625,2.65549898147583,attractiveness
2046.jpg,2.625,2.4950203895568848,attractiveness
2076.jpg,2.625,2.8533332347869877,attractiveness
2209.jpg,2.625,2.4479849338531494,attractiveness
2254.jpg,2.625,2.5786421298980717,attractiveness
2272.jpg,2.625,2.0327181816101074,attractiveness
2813.jpg,2.625,1.9347283840179443,attractiveness
2814.jpg,2.625,2.4989383220672607,attractiveness
2942.jpg,2.625,2.3081350326538086,attractiveness
3031.jpg,2.625,2.670422077178955,attractiveness
3180.jpg,2.625,2.630427598953247,attractiveness
3208.jpg,2.625,2.184203863143921,attractiveness
3410.jpg,2.625,2.262467622756958,attractiveness
3462.jpg,2.625,2.6730122566223145,attractiveness
3628.jpg,2.625,3.194424867630005,attractiveness
3642.jpg,2.625,2.828317403793335,attractiveness
3662.jpg,2.625,2.3793506622314453,attractiveness
3820.jpg,2.625,2.249371290206909,attractiveness
3823.jpg,2.625,2.4241888523101807,attractiveness
3841.jpg,2.625,2.036116123199463,attractiveness
4001.jpg,2.625,2.496772289276123,attractiveness
4073.jpg,2.625,2.172401428222656,attractiveness
4144.jpg,2.625,2.0680413246154785,attractiveness
4317.jpg,2.625,2.1624083518981934,attractiveness
4381.jpg,2.625,2.4042088985443115,attractiveness
4462.jpg,2.625,2.682659149169922,attractiveness
4504.jpg,2.625,2.61067533493042,attractiveness
4576.jpg,2.625,2.851013660430908,attractiveness
4620.jpg,2.625,2.52825927734375,attractiveness
4850.jpg,2.625,2.7467198371887207,attractiveness
493.jpg,2.625,2.7887463569641118,attractiveness
5161.jpg,2.625,2.3335485458374023,attractiveness
5163.jpg,2.625,2.335414409637451,attractiveness
597.jpg,2.625,2.781374931335449,attractiveness
651.jpg,2.625,2.60575532913208,attractiveness
694.jpg,2.625,2.28397798538208,attractiveness
965.jpg,2.625,2.090040922164917,attractiveness
2763.jpg,2.628019332885742,2.7873075008392334,attractiveness
1502.jpg,2.6363637447357178,2.790252685546875,attractiveness
1557.jpg,2.6363637447357178,2.786323547363281,attractiveness
162.jpg,2.6363637447357178,2.971543312072754,attractiveness
1707.jpg,2.6363637447357178,2.5196940898895264,attractiveness
1952.jpg,2.6363637447357178,2.7342488765716557,attractiveness
2115.jpg,2.6363637447357178,2.5656380653381348,attractiveness
2276.jpg,2.6363637447357178,2.657871723175049,attractiveness
2423.jpg,2.6363637447357178,2.3320438861846924,attractiveness
296.jpg,2.6363637447357178,2.63671350479126,attractiveness
2981.jpg,2.6363637447357178,2.6898794174194336,attractiveness
3049.jpg,2.6363637447357178,2.483352899551392,attractiveness
31.jpg,2.6363637447357178,2.143183708190918,attractiveness
3133.jpg,2.6363637447357178,2.54829740524292,attractiveness
3445.jpg,2.6363637447357178,2.7467079162597656,attractiveness
3720.jpg,2.6363637447357178,2.5203747749328613,attractiveness
4518.jpg,2.6363637447357178,3.064238786697388,attractiveness
462.jpg,2.6363637447357178,2.798053741455078,attractiveness
4828.jpg,2.6363637447357178,2.590716361999512,attractiveness
5022.jpg,2.6363637447357178,2.0832362174987797,attractiveness
980.jpg,2.6363637447357178,2.4623703956604004,attractiveness
f215.jpg,2.6363637447357178,3.0466253757476807,attractiveness
2875.jpg,2.642857074737549,2.3954219818115234,attractiveness
429.jpg,2.65116286277771,2.23856520652771,attractiveness
1063.jpg,2.6666667461395264,2.215996503829956,attractiveness
1164.jpg,2.6666667461395264,2.9305639266967773,attractiveness
1173.jpg,2.6666667461395264,2.6593105792999268,attractiveness
1461.jpg,2.6666667461395264,2.373058319091797,attractiveness
149.jpg,2.6666667461395264,2.727684497833252,attractiveness
1533.jpg,2.6666667461395264,2.5728650093078613,attractiveness
1680.jpg,2.6666667461395264,2.2797231674194336,attractiveness
1687.jpg,2.6666667461395264,2.318989515304565,attractiveness
1691.jpg,2.6666667461395264,2.214481830596924,attractiveness
1705.jpg,2.6666667461395264,2.57958459854126,attractiveness
1795.jpg,2.6666667461395264,2.977893352508545,attractiveness
1837.jpg,2.6666667461395264,2.21716046333313,attractiveness
188.jpg,2.6666667461395264,2.101527452468872,attractiveness
2007.jpg,2.6666667461395264,3.1821188926696777,attractiveness
2028.jpg,2.6666667461395264,2.593097925186157,attractiveness
2077.jpg,2.6666667461395264,2.9064741134643555,attractiveness
2124.jpg,2.6666667461395264,2.952165126800537,attractiveness
2291.jpg,2.6666667461395264,2.3417887687683105,attractiveness
2340.jpg,2.6666667461395264,2.795720100402832,attractiveness
2367.jpg,2.6666667461395264,1.959650158882141,attractiveness
2492.jpg,2.6666667461395264,3.0399084091186523,attractiveness
255.jpg,2.6666667461395264,2.309919834136963,attractiveness
2730.jpg,2.6666667461395264,2.9259238243103027,attractiveness
2791.jpg,2.6666667461395264,2.3147449493408203,attractiveness
2824.jpg,2.6666667461395264,2.010615348815918,attractiveness
286.jpg,2.6666667461395264,2.7881174087524414,attractiveness
2921.jpg,2.6666667461395264,3.005335807800293,attractiveness
3011.jpg,2.6666667461395264,2.539827346801758,attractiveness
3048.jpg,2.6666667461395264,2.6151647567749023,attractiveness
3088.jpg,2.6666667461395264,2.742838859558105,attractiveness
3240.jpg,2.6666667461395264,2.7373597621917725,attractiveness
3319.jpg,2.6666667461395264,2.3528568744659424,attractiveness
3339.jpg,2.6666667461395264,2.43713903427124,attractiveness
339.jpg,2.6666667461395264,2.70056676864624,attractiveness
3418.jpg,2.6666667461395264,2.606808423995972,attractiveness
3534.jpg,2.6666667461395264,2.2205443382263184,attractiveness
3754.jpg,2.6666667461395264,2.547470092773437,attractiveness
3779.jpg,2.6666667461395264,2.719630718231201,attractiveness
378.jpg,2.6666667461395264,2.476936817169189,attractiveness
3786.jpg,2.6666667461395264,2.4846673011779785,attractiveness
3809.jpg,2.6666667461395264,2.742985963821411,attractiveness
3954.jpg,2.6666667461395264,2.9198405742645264,attractiveness
400.jpg,2.6666667461395264,2.05500602722168,attractiveness
4018.jpg,2.6666667461395264,2.585758209228516,attractiveness
4170.jpg,2.6666667461395264,2.2414939403533936,attractiveness
4175.jpg,2.6666667461395264,3.1417441368103027,attractiveness
4209.jpg,2.6666667461395264,2.457993984222412,attractiveness
4210.jpg,2.6666667461395264,2.760417461395264,attractiveness
4256.jpg,2.6666667461395264,2.6549501419067383,attractiveness
4375.jpg,2.6666667461395264,2.329552173614502,attractiveness
4385.jpg,2.6666667461395264,2.682243824005127,attractiveness
4409.jpg,2.6666667461395264,2.196485996246338,attractiveness
4478.jpg,2.6666667461395264,2.3844308853149414,attractiveness
470.jpg,2.6666667461395264,2.789222240447998,attractiveness
4773.jpg,2.6666667461395264,2.544144630432129,attractiveness
4810.jpg,2.6666667461395264,2.488116979598999,attractiveness
5084.jpg,2.6666667461395264,2.4065873622894287,attractiveness
5105.jpg,2.6666667461395264,2.2754125595092773,attractiveness
5258.jpg,2.6666667461395264,2.7396297454833984,attractiveness
567.jpg,2.6666667461395264,2.8532068729400635,attractiveness
591.jpg,2.6666667461395264,2.0733931064605717,attractiveness
633.jpg,2.6666667461395264,2.813235282897949,attractiveness
690.jpg,2.6666667461395264,2.513223171234131,attractiveness
7.jpg,2.6666667461395264,2.2225420475006104,attractiveness
733.jpg,2.6666667461395264,2.55370831489563,attractiveness
735.jpg,2.6666667461395264,2.5043587684631348,attractiveness
76.jpg,2.6666667461395264,2.090075969696045,attractiveness
973.jpg,2.6666667461395264,2.468601703643799,attractiveness
988.jpg,2.6666667461395264,2.2263059616088867,attractiveness
f206.jpg,2.6666667461395264,2.489652395248413,attractiveness
f4960.jpg,2.6666667461395264,3.06573486328125,attractiveness
f4974.jpg,2.6666667461395264,2.6040968894958496,attractiveness
f4986.jpg,2.6666667461395264,2.522602081298828,attractiveness
f82.jpg,2.6666667461395264,2.5448803901672363,attractiveness
f9.jpg,2.6666667461395264,2.9116759300231934,attractiveness
f96.jpg,2.6666667461395264,2.1764140129089355,attractiveness
883.jpg,2.669902801513672,2.769690752029419,attractiveness
1883.jpg,2.692307710647583,2.534794569015503,attractiveness
261.jpg,2.692307710647583,2.6426284313201904,attractiveness
2745.jpg,2.692307710647583,2.4602012634277344,attractiveness
3427.jpg,2.692307710647583,2.927271842956543,attractiveness
4097.jpg,2.692307710647583,2.663261651992798,attractiveness
979.jpg,2.692307710647583,3.132756471633911,attractiveness
1117.jpg,2.700000047683716,2.423113346099853,attractiveness
1325.jpg,2.700000047683716,2.5869810581207275,attractiveness
1482.jpg,2.700000047683716,2.513244152069092,attractiveness
192.jpg,2.700000047683716,2.2769017219543457,attractiveness
2818.jpg,2.700000047683716,2.956306934356689,attractiveness
3643.jpg,2.700000047683716,2.054208755493164,attractiveness
4466.jpg,2.700000047683716,2.277468204498291,attractiveness
4669.jpg,2.700000047683716,2.358237028121948,attractiveness
4764.jpg,2.700000047683716,2.5672078132629395,attractiveness
655.jpg,2.700000047683716,2.340427160263061,attractiveness
1038.jpg,2.7142856121063232,2.3517160415649414,attractiveness
1154.jpg,2.7142856121063232,2.4487972259521484,attractiveness
1289.jpg,2.7142856121063232,2.596396923065185,attractiveness
1384.jpg,2.7142856121063232,2.612815618515014,attractiveness
1480.jpg,2.7142856121063232,2.624361991882324,attractiveness
1521.jpg,2.7142856121063232,2.3169078826904297,attractiveness
1572.jpg,2.7142856121063232,2.357322454452514,attractiveness
1724.jpg,2.7142856121063232,2.2563884258270264,attractiveness
1936.jpg,2.7142856121063232,2.505547285079956,attractiveness
1948.jpg,2.7142856121063232,2.486438512802124,attractiveness
2065.jpg,2.7142856121063232,2.692772388458252,attractiveness
2123.jpg,2.7142856121063232,2.892441987991333,attractiveness
2198.jpg,2.7142856121063232,2.2990496158599854,attractiveness
2360.jpg,2.7142856121063232,2.112748861312866,attractiveness
2514.jpg,2.7142856121063232,2.907609701156616,attractiveness
2541.jpg,2.7142856121063232,2.23095965385437,attractiveness
2580.jpg,2.7142856121063232,2.8932833671569824,attractiveness
2753.jpg,2.7142856121063232,2.900738477706909,attractiveness
2909.jpg,2.7142856121063232,3.1959235668182373,attractiveness
297.jpg,2.7142856121063232,2.195216655731201,attractiveness
3024.jpg,2.7142856121063232,3.0873286724090576,attractiveness
307.jpg,2.7142856121063232,2.684709072113037,attractiveness
3093.jpg,2.7142856121063232,2.933268785476685,attractiveness
3320.jpg,2.7142856121063232,2.657827377319336,attractiveness
3527.jpg,2.7142856121063232,1.9146939516067505,attractiveness
3546.jpg,2.7142856121063232,3.136259078979492,attractiveness
1041.jpg,2.5,3.3803768157958984,attractiveness
1057.jpg,2.5,2.022523641586304,attractiveness
1067.jpg,2.5,2.845037937164306,attractiveness
1068.jpg,2.5,2.5758249759674072,attractiveness
1094.jpg,2.5,2.297293901443481,attractiveness
1096.jpg,2.5,2.93914794921875,attractiveness
1125.jpg,2.5,2.3215348720550537,attractiveness
1159.jpg,2.5,2.7310798168182373,attractiveness
1202.jpg,2.5,3.314701795578003,attractiveness
1261.jpg,2.5,2.754082679748535,attractiveness
1307.jpg,2.5,2.8768868446350098,attractiveness
1337.jpg,2.5,2.3114824295043945,attractiveness
1350.jpg,2.5,2.968704462051392,attractiveness
1360.jpg,2.5,2.133261442184448,attractiveness
1438.jpg,2.5,3.116291284561157,attractiveness
1455.jpg,2.5,2.2014477252960205,attractiveness
